ATRX	X:76763767-77044701
OR2T6	1:248547909-248551936
OR2T7	1:248604365-248605547
OR2T4	1:248521882-248526035
OR2T5	1:248648889-248652940
OR2T2	1:248613098-248617200
BRAT1	7:2575020-2598360
OR2T1	1:248566295-248570509
SH3D21	1:36773958-36784629
C22orf42	22:32545508-32555575
C22orf43	22:23950785-23975616
C22orf46	22:42083546-42094139
TRAV13-1	14:22336969-22337645
TRAV13-2	14:22386367-22387007
STMN4	8:27090783-27118902
STMN1	1:26227427-26235992
STMN3	20:62273409-62286663
STMN2	8:80520048-80577155
IKBIP	12:99007304-99041588
RP11-108K3.1	15:51413368-51482197
DNAAF3	19:55676628-55678062
SHOX	X:582078-605369
CEP164	11:117195570-117282903
RP4-754E20__A.5	22:43795473-43795644
BCAN	1:156608739-156632319
BCAM	19:45309337-45324252
ELOVL6	4:110972436-111122770
ELOVL7	5:60050361-60143100
ELOVL4	6:80626227-80660296
ELOVL5	6:53133832-53216946
ELOVL2	6:10983942-11047546
ELOVL3	10:103983142-103989083
ELOVL1	1:43829575-43836688
MIR4666A	1:228651178-228652285
AMY1A	1:104195375-104207247
AMY1C	1:104290026-104301388
AMY1B	1:104229961-104241911
RNA5SP211	6:106899492-106899700
EIF2S3L	12:10658401-10675360
CWF19L1	10:101992935-102030436
CWF19L2	11:107197576-107331571
HEYL	1:40092582-40108347
RD3	1:211652258-211669258
AC093590.1	2:200524290-200525432
TECR	19:14637378-14676756
DUSP9	X:152904944-152915697
DUSP8	11:1575696-1596149
DUSP5	10:112254624-112272847
DUSP4	8:29194442-29211184
DUSP7	3:52080288-52093460
DUSP6	12:89738007-89749295
DUSP1	5:172192264-172201197
DUSP3	17:41846959-41857801
DUSP2	2:96809605-96814178
GBGT1	9:136028900-136037922
RBL1	20:35627077-35727397
RBL2	16:53465350-53528550
OR51E1	11:4662155-4674817
OR51E2	11:4702898-4722071
HEY2	6:126067731-126081031
HEY1	8:80677318-80683097
RPS10-NUDT3	6:34256546-34396824
XRCC6BP1	12:58332444-58350711
MTF1	1:38275237-38328291
MTF2	1:93541791-93602645
TPTE2P1	13:25517680-25536002
TPTE2P5	13:41428832-41429117
FBL	19:40325096-40340053
BMP10	2:69091782-69101648
BMP15	X:50650782-50659675
UFL1	6:96966701-97001418
TMEM106B	7:12247865-12271664
TMEM106C	12:48354365-48362193
CNP	17:40115758-40129407
TMEM106A	17:41364876-41369866
TCERG1L	10:132891344-133107640
CTA-929C8.8	22:27725326-27725664
RP11-707M1.1	11:49579368-49831864
RP1-139D8.6	6:42123278-42130986
RHCG	15:90005847-90042798
RHCE	1:25688855-25754408
AHNAK2	14:105403398-105447693
RP11-395L14.4	2:114283370-114298330
RIC3	11:8132192-8193589
FFAR1	19:35839444-35843456
SEMA4A	1:156118147-156146802
SEMA4B	15:90741561-90772665
SEMA4C	2:97526216-97538707
SEMA4D	9:91978347-92097610
SEMA4F	2:74878392-74907351
SEMA4G	10:102729295-102745371
MEDAG	13:31478263-31498617
SCN4A	17:62018003-62053277
SCN4B	11:118007673-118026602
SUMO3	21:46222530-46241043
RN7SL417P	15:84946585-84946874
IGHV3-64	14:107113688-107114363
IGHV3-66	14:107130918-107131699
AC005083.1	7:20263020-20263992
ACTA2	10:90694898-90747631
ZNF197	3:44663510-44685767
ZNF195	11:3360919-3403447
PDS5A	4:39839405-39982575
PDS5B	13:33157563-33349231
RP11-809M12.1	10:63225635-63239824
TSTD2	9:100364675-100395856
TSTD3	6:99973941-99979693
RSBN1L	7:77322758-77408557
UBXN2B	8:59320822-59360142
UBXN2A	2:24150181-24230778
EDARADD	1:236554679-236647444
ZNF221	19:44452396-44471570
ZNF222	19:44526493-44532420
ZNF223	19:44535911-44580495
ZNF224	19:44595544-44612517
ZNF225	19:44614547-44636954
ZNF226	19:44666235-44681923
ZNF227	19:44713690-44741068
ZNF229	19:44932402-44955664
KCNQ4	1:41246683-41304232
KCNQ5	6:73328570-73905194
KCNQ2	20:62037925-62106992
KCNQ3	8:133141422-133496003
KCNQ1	11:2463220-2869232
HOXC11	12:54363909-54373188
HOXC10	12:54375968-54383271
HOXC13	12:54329575-54339121
HOXC12	12:54345713-54350373
AL590763.1	X:70842601-70842815
RTTN	18:67671281-67875961
SBSN	19:36013246-36021311
KIR2DL1	19:55278264-55298191
KIR2DL4	19:55314959-55328971
TRBV29-1	7:142447966-142448798
OTUD5	X:48779301-48817860
OTUD4	4:146058535-146103831
OTUD3	1:20216867-20234290
OTUD1	10:23728642-23729904
SPEM1	17:7323179-7324950
HTRA4	8:38828681-38845670
HTRA1	10:124218040-124273953
HTRA2	2:74756517-74760111
HTRA3	4:8268490-8307931
SPI1	11:47373409-47403126
RP11-25H12.1	4:66899966-66990365
UNC5CL	6:40996128-41007290
TRAJ4	14:23008140-23009302
TRAJ6	14:23006431-23008139
TRAJ2	14:23010026-23013182
MIR378C	10:132760747-132761031
RP11-201M22.1	11:91525741-91527673
C17orf89	17:79210712-79215890
C17orf82	17:59488218-59491968
C17orf80	17:71231551-71241442
NASP	1:46046715-46083305
C17orf85	17:3715784-3752539
SPIC	12:101868335-101880572
MIR4786	2:240882319-240884699
RP11-875H7.2	3:55398458-55398856
RP11-875H7.1	3:55377695-55384356
STEAP2-AS1	7:89748922-89825229
SPCS1	3:52740124-52741906
SPCS2	11:74660291-74688155
SPCS3	4:177238113-177249514
TSPY5P	Y:9904886-9905044
EMID1	22:29598880-29655040
RCVRN	17:9801321-9811683
ACER2	9:19405924-19450723
ACER3	11:76568916-76731376
SIM1	6:100838167-100914810
ACER1	19:6306630-6336639
PEA15	1:160172125-160183239
RP11-189E14.4	16:49497600-49497827
RP11-189E14.5	16:49487990-49488141
CTC-525D6.1	19:29875608-29959022
BNC1	15:83926130-83956465
BNC2	9:16418925-16873785
RN7SL499P	2:232507709-232507766
MGAT4A	2:99237836-99350588
MGAT4C	12:86373025-87235661
MGAT4B	5:179226511-179236933
BZW1	2:201674055-201686107
BZW2	7:16704989-16745765
SMURF2P1	17:28928054-28944758
CRAMP1L	16:1662111-1727335
RP11-363D14.1	2:97199231-97199483
RAD18	3:8922952-9008158
LINS	15:101109382-101142444
STXBP5-AS1	6:147197726-147522558
TNNC1	3:52485276-52488085
TNNC2	20:44451906-44459531
CYP3A7	7:99303006-99335718
CYP3A4	7:99355652-99384810
CXCL12	10:44806541-44883544
CTD-2323K18.1	15:75886277-75886376
GMCL1	2:70053817-70106194
RP11-417E7.1	6:169556643-169556775
RP11-417E7.2	6:169572628-169574189
AC022431.2	5:55807492-55904421
RNU6-968P	1:236080567-236081629
C1orf131	1:231359952-231376912
ZG16	16:29786560-29791773
LDB2	4:16504238-16903423
LDB3	10:88429212-88492852
LDB1	10:103867819-103883209
PDXDC1	16:15065832-15232477
SPRY2	13:80910719-80918085
ACY3	11:67407170-67421129
TSPY26P	20:30777164-30777303
PLEKHA4	19:49340352-49374888
PLEKHA5	12:19279646-19522709
PLEKHA6	1:204197806-204330552
PLEKHA7	11:16800508-17038962
PLEKHA1	10:124131210-124189513
PLEKHA2	8:38755752-38828680
PLEKHA3	2:179342198-179368685
RP11-616M22.7	16:1344324-1349722
AC025674.1	8:58093765-58094078
PLEKHA8	7:30084650-30168976
PEAK1	15:77406442-77712991
TRPC5	X:111019544-111329003
SEC62	3:169681579-169710928
SEC63	6:108192900-108282392
RN7SL342P	18:57637144-57638632
HRNR	1:152185510-152199668
MGAM	7:141611213-141808551
B3GNTL1	17:80904667-81012685
VN1R2	19:53761111-53762905
TPTE	21:10906879-11029906
VN1R1	19:57966674-57967853
VN1R4	19:53769901-53773917
CTD-2256P15.5	5:10270288-10270465
TPT1	13:45911462-45918296
FAM185A	7:102389661-102448920
RP3-416J7.4	6:195894-196311
HLA-AS1	1:221048647-221048696
RP11-38J22.6	1:206304418-206304813
POTEB2	15:21040617-21071694
RP11-38J22.1	1:206164036-206166238
MYH2	17:10421463-10455939
TBX10	11:67395772-67407169
MYH1	17:10395643-10421462
MYH6	14:23848981-23879800
MYH7	14:23879801-23907926
MYH4	17:10346615-10375875
MYH8	17:10293698-10328266
MYH9	22:36678631-36787062
BAGE2	21:11038634-11101924
UGT2A1	4:70455058-70521966
VGLL2	6:117583720-117593717
VGLL3	3:86996134-87043256
CADM4	19:44126518-44146990
VGLL1	X:135611310-135638759
CADM2	3:85005132-86115992
CADM3	1:159138397-159170703
AC006960.7	7:36532435-36532615
CADM1	11:115040189-115378240
KIAA0430	16:15687162-15740022
SMIM2-AS1	13:44740456-44770431
SATB2	2:200136894-200332830
SATB1	3:18390552-18486053
FAM149B1	10:74927817-75003705
CNNM1	10:101085855-101151366
CNNM3	2:97478990-97498815
CNNM2	10:104675074-104839157
CNNM4	2:97423638-97475296
RP11-221N13.3	12:65997533-66009140
PIP5K1B	9:71317615-71623424
PIP5K1A	1:151168026-151215094
RP11-221N13.4	12:66042800-66043320
PHF14	7:11010498-11211772
PHF15	5:133858797-133915067
PHF16	X:46768735-46918541
PHF17	4:129727778-129793471
PHF10	6:170110216-170127105
PHF11	13:50067096-50102897
PHF12	17:27232266-27281507
PHF13	1:6670755-6686207
RP11-109D9.4	9:72290222-72290274
PHF19	9:123620140-123642605
UBN2	7:138916107-138982686
UBN1	16:4894911-4935360
PNLIPRP1	10:118347489-118368665
PNLIPRP3	10:118184423-118236680
PNLIPRP2	10:118377464-118404702
PITHD1	1:24105897-24114721
ALX3	1:110603311-110616321
RP11-534L20.5	1:206677197-206677876
ALX1	12:85671035-85695321
ALX4	11:44286340-44334715
CYP21A2	6:32003195-32012446
SYNGAP1	6:33385847-33421465
COL24A1	1:86196184-86625153
RP11-655M14.13	11:67388286-67388385
CTD-2162K18.4	19:37262229-37266715
RP11-2I17.4	15:72448533-72448632
C21orf88	21:40969581-40984356
GPR39	2:133171146-133403858
RP4-784A16.5	1:53796726-53796820
GPR31	6:167566824-167574318
GPR33	14:31952103-31956170
GPR32	19:51270857-51274987
GPR35	2:241555730-241570394
GPR34	X:41545225-41556077
GPR37	7:124386522-124408680
SUGT1	13:53223842-53262033
RP11-157D23.2	X:39286893-39287115
LINC01019	5:3511978-3513398
ZC3HAV1	7:138732272-138797464
LINC01011	6:2992079-2992423
LINC01010	6:134761529-134768362
LINC01013	6:132454122-132454420
LINC01016	6:33857053-33867033
RP11-447M12.2	9:137837927-137838040
SCEL	13:78106808-78218468
AC010967.2	2:52975092-53079114
CC2D1A	19:14020536-14043016
CC2D1B	1:52820001-52834864
C10orf131	10:97681688-97698711
ZNF70	22:24085903-24087411
C10orf137	10:127405143-127455609
RP11-857B24.1	14:45356665-45357000
GK5	3:141884410-141947448
RP11-244H3.1	1:35443308-35444131
CCER1	12:91347233-91348406
PTPDC1	9:96826946-96870261
CTD-2035E11.3	5:43020159-43020828
BCCIP	10:127512114-127524897
CTD-2035E11.4	5:43034860-43034966
CTD-2035E11.5	5:43061829-43062061
C21orf54	21:34540686-34542514
RIMS4	20:43384705-43441978
MIR325	X:76225740-76226004
AC010090.1	2:145338213-145340000
NADK	1:1680358-1713726
RP11-277L2.3	1:149576499-149576821
RP11-434I12.4	8:74282735-74282968
BTNL3	5:180412844-180432965
SFTPA2	10:81316894-81323152
PUS10	2:61169474-61239091
CEP170B	14:105328649-105361428
CTDSPL2	15:44716578-44816465
VTRNA1-2	5:140098282-140098627
VTRNA1-1	5:140090602-140091005
DIP2A	21:47875861-47987634
DIP2B	12:50895888-51138684
DIP2C	10:323187-738605
RP11-13J10.1	2:105505800-105518489
WDFY4	10:49890517-50185059
RP11-227G15.3	17:30672208-30672227
ADPRHL1	13:114076854-114110838
ADPRHL2	1:36553876-36559018
CEP85L	6:118786516-119034237
CD300LF	17:72691164-72712107
AHCYL1	1:110524386-110564361
ACP2	11:47259315-47273456
AHCYL2	7:128861862-129066463
STUB1	16:728268-732798
A4GNT	3:137843090-137854228
CAPN7	3:15244748-15292869
CAPN6	X:110489754-110516750
CAPN5	11:76774991-76838540
CAPN3	15:42648782-42704514
CAPN2	1:223892679-223959728
CAPN1	11:64945685-64982308
SEPT14	7:55863458-55933481
DLEU1	13:50656503-51103737
DLEU7	13:51287235-51417761
SEPT10	2:110301636-110374719
CAPN9	1:230880129-230934001
SEPT12	16:4827684-4841521
PRRC2C	1:171451665-171561084
PRRC2B	9:134278220-134371347
PRRC2A	6:31585495-31608547
RNU6-797P	7:139910588-139912470
HCLS1	3:121350677-121382757
DDX53	X:23015085-23020162
AC022182.1	8:61829084-61852339
FSBP	8:95444319-95452169
HBG2	11:5274419-5603203
FAXDC2	5:154199810-154239196
AANAT	17:74460629-74466125
CDV3	3:133289572-133306963
RPL23AP79	19:59096076-59096203
SOHLH1	9:138585350-138591035
SOHLH2	13:36743102-36788734
CMAS	12:22196106-22218335
GRAMD2	15:72454214-72468845
GRAMD4	22:47019647-47078520
TRAPPC3L	6:116818045-116869772
RP1-212P9.3	1:29203094-29203193
RP1-212P9.2	1:29195389-29195582
POMGNT1	1:46654241-46667114
POMGNT2	3:43121148-43150564
SLC6A10P	16:32890083-32894544
TUBBP5	9:141041564-141071791
TUBBP1	8:30207363-30210901
AC022816.2	17:14276549-14276780
CLDN12	7:90029698-90099308
CLDN10	13:96086008-96230353
CLDN11	3:170133652-170579570
CLDN16	3:190062905-190127876
CLDN17	21:31537972-31541970
CLDN14	21:37833207-37909916
CLDN15	7:100876119-100876213
CLDN18	3:137714657-137750032
CLDN19	1:43200627-43208924
RP11-342M21.2	15:67435037-67441023
RN7SL319P	15:76079118-76079181
LL22NC03-N27C7.1	22:24080342-24080441
MIR512-2	19:54169771-54175433
MIR512-1	19:54168100-54168225
LCE3D	1:152551981-152555979
LCE3E	1:152538249-152542247
LCE3A	1:152594580-152598578
LCE3B	1:152583286-152587284
LCE3C	1:152570136-152574135
PHIP	6:79645172-79790952
RP11-99J16__A.2	1:230853043-230853335
ZNF521	18:22642550-22935153
ZCRB1	12:42706788-42716282
ZNF527	19:37860267-37880863
ZNF526	19:42721421-42730664
ZNF525	19:53865967-53895400
ZNF524	19:56111734-56114377
ZNF529	19:37034676-37067189
ZNF528	19:52898120-52921824
JRK	8:143740178-143747535
RNF144B	6:18366844-18465377
AC023469.1	2:151857758-151890508
FAM86EP	4:3941924-3957170
RNF144A	2:7054522-7179928
BCL11A	2:60679607-60783632
BCL11B	14:99640432-99740821
CTD-2555A7.1	16:89047476-89061022
C1GALT1	7:7219245-7283412
RAX2	19:3768120-3775218
RFXANK	19:19303040-19312677
IGFLR1	19:36230180-36233339
DPY19L4	8:95729126-95802189
PIM3	22:50351159-50356901
PIM1	6:37134977-37141946
MAN1C1	1:25940958-26109234
RP11-38G5.2	15:80126747-80127012
FAM138E	15:102498015-102499614
LRCOL1	12:133178907-133182997
GORAB	1:170498268-170521684
LTB4R2	14:24778168-24781258
POLG2	17:62473894-62493029
FKBP4	12:2901117-2914496
FKBP5	6:35543520-35694026
MIR1302-2	9:24813-32738
FKBP7	2:179330445-179342039
RP4-655J12.4	1:117017909-117018072
FKBP2	11:64006247-64008953
FKBP3	14:45585325-45602154
LINC00707	10:6836290-6836714
LINC00704	10:4711882-4713872
LINC00705	10:4705160-4705782
FKBP8	19:18642894-18657382
FKBP9	7:32994015-33045052
TYROBP	19:36395310-36402196
SLC27A1	19:17578299-17619436
IFNA13	9:21367076-21371074
RP5-890E16.2	17:46122685-46122718
IFNA10	9:21206143-21210141
IFNA17	9:21227222-21231220
IFNA16	9:21216311-21220309
IFNA14	9:21238979-21242977
MAN2C1	15:75645901-75663940
MIR3668	6:140526345-140526555
RP11-60A24.3	17:55860195-55912698
MIR3667	22:49936888-49937285
MIR3660	5:89312387-89313752
FKBPL	6:32093871-32101066
GM2A	5:150629612-150647252
FDXACB1	11:111744779-111746656
PRRC1	5:126850308-126889656
LAT	16:28995864-29001689
AK1	9:130625757-130643021
AK7	14:96855447-96954768
NHP2L1	22:42070839-42078649
C12orf39	12:21676255-21684179
C12orf36	12:13526081-13529442
PANK1	10:91344122-91408214
PANK3	5:167984475-168009604
PANK2	20:3866741-3904015
PANK4	1:2440334-2460181
ETAA1	2:67621449-67637231
SLC26A7	8:92258515-92407417
RP11-401P9.4	16:50679823-50680131
NFASC	1:204794781-204985715
DISC1FP1	11:90288884-90570944
IGJ	4:71521984-71535347
AC017083.3	2:68499893-68500036
GPX3	5:150397122-150407136
GPX2	14:65406142-65412530
GPX5	6:28490788-28501991
GPX4	19:1100935-1104637
GPX7	1:53065042-53074127
GPX6	6:28472006-28486569
AC091487.1	10:86623503-86623602
GPX8	5:54452983-54460111
RCAN1	21:35890318-35990381
RCAN3	1:24826386-24861828
RCAN2	6:46185473-46462059
BRIX1	5:34915480-34925706
PARVB	22:44395413-44564643
PARVA	11:12396025-12549517
TPRA1	3:127292402-127312567
BEND6	6:56818455-56894795
BEND7	10:13481068-13570577
BEND4	4:42119441-42154134
BEND5	1:49193510-49242589
BEND2	X:18183113-18238907
BEND3	6:107389836-107438342
ARVCF	22:19958659-20005628
OPRM1	6:154331573-154470608
CNEP1R1	16:50056188-50073357
CTD-2078B5.2	5:39519769-39527236
GRAMD1B	11:123393527-123493397
GRAMD1A	19:35486857-35517104
YAP1	11:101978191-102100694
NTS	12:86265072-86276219
NTM	11:131240630-132205124
TUBGCP2	10:135093133-135119484
TUBGCP3	13:113140346-113245480
TUBGCP4	15:43665246-43696026
TUBGCP5	15:22830394-22873297
TUBGCP6	22:50656045-50683609
RP11-732M18.3	6:158702254-158702562
PROP1	5:177419584-177426242
BANP	16:87982037-88110382
RP11-65J3.3	9:132189929-132195300
RP11-65J3.1	9:132107112-132107734
ST6GALNAC6	9:130648666-130664870
ST6GALNAC5	1:77330185-77528951
ST6GALNAC4	9:130668160-130682304
ST6GALNAC3	1:76537402-77094557
ST6GALNAC2	17:74562115-74585144
ST6GALNAC1	17:74621328-74642893
KIF13A	6:17760976-17990853
KIF13B	8:28923075-29123609
AVPR1B	1:206221282-206231152
AVPR1A	12:63538971-63547721
TGDS	13:95226945-95251155
HPS5	11:18301363-18346720
HPS4	22:26849043-26879829
HPS6	10:103822145-103827595
HPS1	10:100175953-100209682
HPS3	3:148844370-148891575
ROPN1B	3:125685027-125702225
ROPN1L	5:10440500-10465124
RP1-69D17.4	6:129855342-129855707
RP11-526I2.1	15:101098872-101102404
NCKIPSD	3:48708982-48722433
MURC	9:103339918-103348804
KIAA0226L	13:46913144-46978312
MCHR1	22:41072181-41081121
CACHD1	1:64933475-65157310
HPSE	4:84216433-84259033
ARID1B	6:157096063-157529085
ARID1A	1:27019522-27111483
CTD-2368P22.1	19:58513428-58520885
YIPF1	1:54325699-54356858
YIPF3	6:43476664-43487678
YIPF2	19:11030442-11042356
YIPF5	5:143539870-143550394
YIPF4	2:32499977-32532259
YIPF7	4:44624368-44656657
YIPF6	X:67715623-67751858
SDR39U1	14:24909197-24915006
RP11-276M12.1	15:82274393-82274505
SPTAN1	9:131311864-131395777
SUDS3	12:118811184-118852279
CDCP1	3:45127095-45190913
C19orf67	19:14189429-14199573
YPEL1	22:22055347-22093070
C19orf60	19:18696604-18703095
YPEL2	17:57406052-57474596
MKL1	22:40803292-41035689
C19orf68	19:48673948-48700636
C19orf69	19:41948841-41950207
SAPCD1	6:31727771-31732382
SAPCD2	9:139959015-139968027
AC010760.1	15:22455650-22455813
UNC93A	6:167701802-167729049
MDC1	6:30668159-30684975
RAG2	11:36614075-36622785
RAG1	11:36534822-36598053
EIF4H	7:73585705-73609654
EIF4E	4:99802090-99854027
EIF4B	12:53397061-53434063
HOTTIP	7:27249858-27249877
RNU6-497P	20:46115895-46116124
HAT1	2:172775973-172848338
EFNB2	13:107145297-107190387
EFNB3	17:7611187-7615743
EFNB1	X:68045839-68060514
PI4KB	1:151261550-151303190
PI4KA	22:21062309-21193099
ZAR1	4:48491213-48496321
NHLH2	1:116380605-116386746
OXSR1	3:38204025-38294451
RP11-255B23.4	8:128196670-128209644
UCMA	10:13264028-13279327
RRS1	8:67338262-67342965
SND1	7:127289232-127732206
OR10H2	19:15835833-15839855
OR10H3	19:15849202-15853256
OR10H1	19:15917836-15921935
OR10H4	19:16056817-16060857
OR10H5	19:15901858-15905892
RPL10A	6:35434880-35438473
RP11-871F6.3	12:17710284-17711213
C3AR1	12:8211284-8221954
RPL10L	14:47120029-47124027
KY	3:134322427-134372863
AC012322.1	16:64294432-64377912
CCDC163P	1:45957579-45966853
USP8	15:50713578-50793098
CTA-150C2.13	22:39323219-39323414
USP1	1:62898974-62916733
USP2	11:119227458-119255435
USP3	15:63793809-63883093
USP4	3:49315660-49380503
USP5	12:6963416-6975792
USP6	17:5025398-5076349
USP7	16:8985327-9060340
ZNF721	4:419548-490007
ZNF720	16:31721565-31805247
ZNF727	7:63502820-63538999
ZNF726	19:24094683-24129114
ZNF729	19:22466251-22499994
ZNF728	19:23158293-23185948
ZC3H7B	22:41694566-41753481
ZC3H7A	16:11845073-11894113
TNFRSF11A	18:59989547-60052280
TNFRSF11B	8:119936539-119967382
AC078941.1	2:67414599-67431496
TGIF2	20:35198889-35199953
TGIF1	18:3446697-3458018
TCEAL4	X:102831238-102842309
BGN	X:152757395-152773947
BLCAP	20:36132627-36159082
C16orf86	16:67700718-67702660
LINGO4	1:151773376-151780881
LINGO3	19:2286998-2311155
LINGO2	9:27948775-28650019
LINGO1	15:77906378-78114869
XXbac-B444P24.14	22:20310603-20310627
RP11-337C18.8	1:146647123-146651239
PRPSAP1	17:74303496-74353229
PRPSAP2	17:18758380-18834046
ETFDH	4:159590489-159632055
RP11-218F4.1	17:26277985-26278378
RP3-448I9.1	6:14397489-14405723
NIN	14:51190110-51300838
MYO5C	15:52482566-52590994
MYO5B	18:47352742-47724450
MYO5A	15:52605813-52824246
RP11-132N15.1	3:187724633-187724777
RP11-132N15.2	3:187717671-187717902
RP11-132N15.3	3:187681501-187690744
FAM13B	5:137281524-137371774
FAM13C	10:61011215-61122243
FAM13A	4:89649652-90022938
RP11-483E23.2	15:28594550-28603222
RP11-267D19.1	12:33139883-33147396
MKRN9P	12:88176886-88180232
GBP3	1:89473326-89491548
GBP2	1:89573788-89594796
GBP1	1:89518952-89534042
GBP7	1:89594797-89644722
GBP6	1:89826615-89851078
GBP5	1:89726327-89741543
GBP4	1:89650894-89667614
DDT	22:24313739-24322018
PPBPP2	4:74922345-74922784
AREGB	4:75481957-75490459
OTOA	16:21686834-21771886
OTOF	2:26682817-26782447
OTOG	11:17568963-17667532
KNOP1	16:19714469-19729555
OR6N1	1:158735440-158739471
OR6N2	1:158746387-158750424
OTOS	2:241078484-241083072
PTH1R	3:46920738-46945186
THEG	19:362079-379012
RP11-167N24.6	12:95770943-95774819
CTC-552D5.1	5:119593851-119594099
DDC	7:50530833-50631767
DARS2	1:173793312-173826903
RP11-178L8.4	16:87336591-87367877
PCDHGA3	5:140723600-140746430
STAT6	12:57490349-57512925
APH1A	1:150238880-150241702
STAT4	2:191894407-192019315
STAT3	17:40467597-40543512
STAT2	12:56732379-56756909
STAT1	2:191835244-191881975
RP11-849N15.4	17:15313129-15321402
RP11-399E6.1	1:41710788-41712936
CTD-2251F13.1	14:30663024-30769030
HTATSF1	X:135576670-135594205
STATH	4:70858647-70866770
PLG	6:161120268-161176587
PDE4A	19:10526574-10581981
PDE4B	1:66255855-66838429
PDE4C	19:18321692-18365608
PDE4D	5:58270440-59756553
BMPR1A	10:88513405-88683516
BMPR1B	4:95676127-96075947
CT47A12	X:120012779-120064391
CT47A11	X:120065085-120070749
CT47A10	X:120073745-120075613
RN7SL571P	13:76710920-76711180
MT3	16:56620266-56624264
MT4	16:56595960-56601717
LINC00989	4:80426144-80444036
RP11-3P22.2	7:68721719-68877896
LINC00984	15:40616190-40616495
LINC00987	12:9391945-9392984
GS1-279B7.1	1:185297373-185298618
MTR	1:236955608-237060969
SUCLG2	3:67410975-67708037
SUCLG1	2:84650727-84689585
ALDOA	16:30073993-30084700
ALDOC	17:26897813-26906902
ALDOB	9:104183981-104201061
ARX	X:25018871-25037064
MAP3K14	17:43350736-43397413
TIA1	2:70439839-70478778
ARC	8:143694366-143698832
HAO1	20:7863387-7924092
HAO2	1:119908430-119936782
ZNF625-ZNF20	19:12270544-12270545
TMOD1	9:100260461-100362057
TMOD3	15:52118825-52230508
TMOD2	15:52058547-52100641
ZNF79	9:130183659-130209950
